unique_id,article_title,article_type,publication_date,publication_text
LTN19780515-01.2.53,Bob Hope may appear at '78 homecoming,ARTICLE,15 May 1978,"<p dir=""auto"">Bob Hope may appear at '78 homecoming</p><p dir=""auto"">By Kathy Hoopes Bob Hope and the 50th anniversary of the Ohio Theatre are being incorporated into a general theme for autumn's homecoming celebration if scheduling goes as planned. The talking motion picture and the Ohio Theatre both celebrate 50th anniversaries this year. The annual homecoming parade, previously routed through campus, will travel downtown this autumn as a tribute to the theatre. The rally with the football team, cheerleaders and Woody Hayes is scheduled the night before the parade on campus. The Homecoming Committee has invited Bob Hope to be grand marshal of the 1978 Homecoming parade. Other stars who have performed in the Ohio Theatre will ride on the floats. The committee, headed by Cindy Englefield, a junior from Granville, is working with Clive David in preparing Homecoming 1978. David has arranged parties for John F. Kennedy and Golda Meir. The committee is striving for more campus involvement and there will be an added focus on dorm and club participation, Englefield said. The committee is working on a booklet for circulation in dorms, clubs and the greek system. This booklet will outline entry deadlines and procedures for building floats. Possible sponsors and locations for float supplies will be listed in the booklet. In the past, a $500 limit has been placed on all floats. Because of the additional distance to the downtown area, the price has been raised to $750.</p>"
LTN19751016-01.2.11,"Dancey dine , cheer , homecoming 9 s here ",ARTICLE,16 October 1975,"<p dir=""auto"">Dancey dine , cheer , homecoming 9 s here</p><p dir=""auto"">A parade , pep rally and ceremonies prior to the Ohio State-Wisconsin football game Saturday , are events planned by the Homecoming Committee to get students involved in the spirit of Homecoming 1975 . This year ' s theme is , ""America : 200 Years of Frontier . "" A Homecoming Dinner Dance , sponsored by the South Campus Student Association ( SCSA ) , is scheduled for 6 : 30 p . m . Friday at Scots Inn as part of this weekend ' s festivities . Tickets are $ 13 per couple . THIS YEAR'S Homecoming Parade is divided into two groups , each beginning at 6 : 30 p . m . Friday at separate locations . The entire campus will be covered and people can follow the parades to the pep rally on the Oval . One parade will begin in the stadium parking lot and march through the South Campus dormitory area , and the other will start at the Tut</p><p dir=""auto"">tle parking lot , pass through the North Campus dormitory area , cross North High Street and march past the fraternities and sororities on Fifteenth and Sixteenth avenues . The parades will be composed of the Ohio State Marching Band , the ROTC Civil War Drill Team , two horse-drawn wagons , an allgirl drill team , a 1917 Packard pickup truck , two fire engines ( one old and one miniature ) and the five Homecoming Queen finalists . WHEN THE two parades meet at the east end of the Oval at 7 p . m ., the ROTC Civil War Drill Team will fire a cannon . The pep rally , hosted by master of ceremonies William J . Mullen Jr ., a junior</p><p dir=""auto"">from Youngstown , will feature Woody Hayes and the football team . Winners in the float contest will be named at the rally . The pre-game activities Saturday will begin when the motorcade ofthe Homecoming Queen Court enters the stadium at 1 p . m . The Homecoming Queen will be named before the kickoff . The events planned by the Homecoming Committee , which is composed predominantly of members of the greek system , are financed by the Student Organization Finance Office .</p>"
LTN19791024-01.2.30,Student involvement up,ARTICLE,24 October 1979,"<p dir=""auto"">Student involvement up</p><p dir=""auto"">By Carolyn Malec Increasing student involvement in Homecoming is a prime goal of this year's Homecoming Steering Committee in spite of prob-</p><p dir=""auto"">lems with financing expanded activities. One of the first decisions the Homecoming Committee made was to make Homecoming a campus event rather than a community event in downtown Columbus, said Kelly Kelleher. co-chairman of the Publicity Committee for Homecoming and a senior | from Alliance. Last year. Bob Hope was grand marshal of the OSU Homecoming parade, held in downtown Columbus. The ""Thanks for the Memories"" Homecoming weekend corresponded with Hope's televised special for the Ohio Theatre Golden Jubilee. ""But many students didn't get to see the parade last year,"" Kelleher said Ohio Theatre offered to</p><p dir=""auto"">sponsor another big-name star in conjunction with Homecoming. But the committee turned the proposal down to focus on bringing Homecoming back to campus to enable more students to participate, he said. Once they decided to focus on a campuswide Homecoming, the committee researched expanding Homecoming to include more activities and to obtain additional publicity. The committee tried to obtain a single sponsor to get more money, but Kelleher said they realized the use of a single sponsor for a campus event such as Homecoming might turn into a commercial stunt. The single sponsorship offer was turned down in July.</p>"
LTN19781012-01.2.59,Horses lead Homecoming,ARTICLE+ILLUSTRATION,12 October 1978,"<p dir=""auto"">Horses lead Homecoming</p><p dir=""auto"">By Chris Mines A pair of matched Belgian draft horses and a custom-made wagon will carry the queens in the 1978 Homecoming Parade Oct. 21. The team and wagon will arrive on campus next week, said Eugene Young, assistant director of programming at the Ohio Union. The horses, geldings named Tim and Tom, were a gift from Emanuel Mullett to the Ohio Agricultural Resource Development Center, said Roy Kottman, dean of the College of Agriculture. ""We got them because we need them in the winter to take care of our cattle in the rolling Ohio hills,"" Kottman said. ""But once we got them and saw how pretty they were we decided to use them in the Homecoming Parade."" The geldings are about 17 hands high (about 6 feet) and weigh about 2,200 pounds each, Kottman said. Mullett paid about $7,400 for the pair, he added. They are cared for by Charles Boyles at the Eastern Ohio Resource Development Center in Noble County. Some Ohio State alumni, Mr. and Mrs. Robert Mikesell and Elisabeth Stevenson, donated the money to buy the wagon because ""some friends thought they (the horses) should have a pretty wagon,"" Kottman said. A team and wagon may seem strange things to donate but ""people give a lot of unusual things,"" Young said. He added that the horses and wagon may be available for use by campus groups for special events.</p><p dir=""auto"">Photo courtesy of Cooperative Extension Service These two long-legged beauties will lead the Ohio State University 1978 Homecoming Parade. The Belgian horse team and wagon were gifts to the university. They are pictured with, left to right, Robert Mikesell, Roy M. Kottman. Mrs. Robert Mikesell and Elisabeth Stevenson.</p>"
LTN19781020-01.2.15,Watch out! Deathmobile rides again,ARTICLE+ILLUSTRATION,20 October 1978,"<p dir=""auto"">Watch out! Deathmobile rides again</p><p dir=""auto"">The Ohio State Homecoming parade may look like a scene out of ""Animal House"" today with a visit from the Deathmobile. The float, which is not entered in the floatjudging competition, is entitled ""Where Were You In '62?"" It is a product of the efforts of the Ohio Union, food franchises in the union and the Ohio-Drake Union Ac- , tivities group, and particularly that of William Slowter, business manager for the union. The deathmobile is being used as a publicity gimmick for a toga party in the union Nov. 3 to benefit United Way. Slowter said the toga party, sponsored by Universal Studios, will include a John Belushi look-alike contest, a best toga contest, jelloslurping contests and dance contests. He also hinted that the float may have a few surprises in store for parade viewers.</p><p dir=""auto"">Lantern Photo by Stephanie Nail The Deathmobile from the movie ""Animal House"" will strike again today at OSU's Homecoming parade.</p>"
LTN19761019-01.2.44,"King, queen top festivities",ARTICLE,19 October 1976,"<p dir=""auto"">King, queen top festivities</p><p dir=""auto"">By Benjamin Hicks and J. Phillip Sullivan Both a king and queen will rule over ""The World of Disney,"" the theme for the 1976 Ohio State homecoming. ""Nearly one-third of the total applicants were males,"" said Michele Kuhar, a senior from Youngstown and co-chairperson of the homecoming committee. The competition for king and queen was Oct. 4-7 in the Ohio Union and consisted of several interviews with the applicants and the homecoming court committee. The committee consisted of 10 students and 10 professional people, said Eugene C. Young, program director for the Ohio and Drake Unions. Dan Barson, a senior from Avon Lake and member of the committee, said he rated the candidates on their communicative ability, poise, appearance and the ability to be a good representative of Ohio State. ""EACH MEMBER of the committee was told to ask</p><p dir=""auto"">the candidates questions dealing with premarital sex, drugs and busing,"" Barson said. Finalists for queen are Kitsy Carr, a sophomore from Upper Arlington; Mary Ann Benecke, a junior from Napoleon; Julie T. Theibert, a senior from Bexley; Brenda K. Toler, a junior from Zanesville; and Pamela D. Hague, a senior from Toledo. King finalists are Francisco R. Gonzales, a junior from Guaynabo, P.R.; Michael G. Deitzel, a senior from Avon Lake; Alexander C. Lambrinides, a junior from Cincinnati; Albert C. Gilbert, a senior from Cleveland; and Maxwell C. Seymour, a senior from Columbus. THE CORONATION of the king and queen will be part of the pregame festivities of Saturday's Ohio State-Purdue football game. Homecoming activities on Friday Oct. 22 and Saturday Oct. 23 will include: •The judging of floats in the fraternity and sorority areas and dormitories on North and South campus. •The homecoming parade at 6 p.m. Friday. *A pep rally on the Oval following the parade.</p>"
LTN19781109-01.2.21,1979 Homecoming,ARTICLE,9 November 1978,"<p dir=""auto"">1979 Homecoming</p><p dir=""auto"">Deadline for submission of 1979 Homecoming Committee applications has been extended until Nov. 13, said Cathy Tanenbaum, a junior from Bexley and general chairwoman of next year's homecoming festivities. According to Tanenbaum, the deadline was extended because there is no school on Veterans Day. Tanenbaum was chosen as 1979 homecoming chairman by Gene Young, director of the program department. Chairmen and co-chairmen will be chosen for each of the following committees: Greek Representation, Publicity, Rally, Ad Hoc. Dormitory Representation. Parade, Float and Homecoming Court. Committee members also need to fill out applications. Interviews will be held and the positions will be announced, Friday, Nov. 17. Applications are available at the Program Office, second floor of the Ohio Union. -Pegg Irwin</p>"
LTN19781020-01.2.30,'50s homecomings more 'involved',ARTICLE+ILLUSTRATION,20 October 1978,"<p dir=""auto"">'50s homecomings more 'involved'</p><p dir=""auto"">By Jean Kinney Homecomings during the fifties may not have attracted celebrities like Bob Hope, but they were still ""the event of fall quarter. Everybody got involved in it, even the town people,"" said Shiela Castellarin, class of '58 and presently director of community services at Columbia Gas of Ohio, Inc. And there was no need to import celebrities back then because homecoming made them. Laurie Fant, homecoming queen for the 1955-56 school year, spent a quarter studying in Mexico, and discovered herself listed in the registrar's bureau there as ""Ohio State's football queen,"" according to a Lantern of that period. The 1956 homecoming court of 10 women were guests on radio shows and were treated to dinner and dancing at several Columbus restaurants. The homecoming queen was chosen through a campus-wide election and a typical pre-election day for the 1956 court was spent ""riding about in top-down, horn-tooting convertibles,"" said a contemporary Lantern.</p><p dir=""auto"">The candidates would take their campaign skits on a tour of the fraternity houses and dorms, and there was a ""traditional parade of queen finalists around the Oval"" on the day the winner was to be announced, said Lantern clippings. There was no parade with floats then, said Henry ""Butch"" O'Neill, class of '57 and now chief executive officer of Beverage Management Inc. in Columbus. Instead sororities and fraternities decorated their houses. ""We started planning decorations weeks ahead, and would try to pick someone in engineering or architecture to plan it,"" said O'Neill. ""One year our theme was</p><p dir=""auto"">'It's in the bag,' (a football victory) and we got our whole fraternity house in a giant paper bag we'd made. Half an hour before the judging, a big wind came along and destroyed the whole thing,"" recalled O'Neill. One sorority house's decoration was called ""Uncork a victory"" and featured a 16-foot bottle of champagne, according to Lantern clippings. Homecoming publicity treated the occasion as a combination beauty contest-royal gala event. ""Her Majesty Reigns Tonight,"" announced a large Lantern headline about the queen of 1956's homecoming dance. ""It really was a beauty contest, but nobody re-</p><p dir=""auto"">sented it. It was a good thing to be recognized for your appearance,"" said Castellarin. In the sixties and early seventies, when student activism took off in directionslike civil rights and peace demonstrations, homecoming was left behind. But a slow process of ""trying to build homecoming up to its proper perspective"" is underway, said Cindy Englefield, a senior from Granview and this year's homecoming committee chairperson. The committee is working at getting the court, now five men and five women, more exposure, she said. The court this year attended some alumni functions and is planning to visit Children's Hospital. But homecoming contestants seem to agree that returning to the event's status held in the fifties would be undesirable. ""If we represent the student body, why should we be treated like royalty?"" said homecoming contestant Holly Stefanyk, a junior from Ashland. ""I feel pride for being on the court, but I hate being introduced as a member of the court. I just want to be introduced to people as myself,"" said Ron Broomall, a senior from Exton, Penn.</p><p dir=""auto"">Lantern File Photo 1959 Homecoming Court</p>"
LTN19781023-01.2.6,Homecoming '78,ARTICLE+ILLUSTRATION,23 October 1978,"<p dir=""auto"">Homecoming '78</p><p dir=""auto"">Bob Hope highlights ' weekend</p><p dir=""auto"">By Kathy Hoopes Bob Hope's rqturn to I the Buckeye state gave special memories to the i crowds who partici- § pated in one of the most s| unforgettable Ohio State I homecomings in recent I years. i As grand marshall of I the OSU Homecoming f, parade, Hope led a corps i of 21 floats, the OSU 1 Marching Band, Scarlet I Steppers, cheerleaders.</p><p dir=""auto"">and king and queen candidates from the Nationwide Plaza to the Ohio Theatre. But perhaps the real highlight of homecoming came when Bob Hope dotted the ""i"" in ""Script Ohio"" during halftime ceremonies Saturday afternoon. The crowd of 87,000 rose to their feet clapping and cheering widly for nearly three minutes. Without a chance to sit</p><p dir=""auto"">down, Bob Hope and the band were overcome by Woody Hayes and his charging team. The two men embraced at midfield amidst an even greater roar from the crowd. Mary Major, a senior from Pataskala, and Matthew Desch, a junior from Dayton, were announced the Homecoming king and queen at pregame ceremonies. Festivities began</p><p dir=""auto"">Thursday evening with the rally and bonfire held at the stadium. The OSU Marching Band, cheerleaders and king and queen candidates were presentWinners of the Float and Sign Contest were also announced during pregame ceremonies. Alpha Gamma Rho / Delta Zeta were first place winners of the float competition; second was Phi Kappa</p><p dir=""auto"">Tau/Phi Mu. Bob Hope was the star of the Ohio Theatre Golden Jubilee Gala Performance Saturday night. Parts of the parade Friday night were taped by NBC television for possible usage in the ""Bob Hope All Star Tribute to the Ohio Theatre"" show to be televised as a sixty minute special on the NBC television network Dec. 3.</p><p dir=""auto"">|| Lantern Photo by Vlckl J. Basham % Mary Major, left, a senior from Pataskala, and Matthew Desch, a junior from Dayton, U were announced Homecoming queen and king before the OSU-Iowa game Saturday.</p><p dir=""auto"">Lantern Photo by VIcki J. Basham Bob Hope, guest at the OSU homecoming, is bussed by an unidentified admirer who made her way through the crowd and police after Hope's half-time performance Saturday.</p><p dir=""auto"">~ - * Lantern Photo by Stephanie Nail Drum major Dwight Hudson and the Ohio State marching band stand in formation outside the Ohio Theatre Friday evening. The band was featured in an NBC special ""Bob Hope's Tribute to the Ohio Theatre."" Hope was in Columbus for OSU's Homecom- ;| ing and the Ohio Theatre's 50th anniversary. The show will be aired Dec. 3</p>"
LTN19701015-01.2.6,24 mobile floats parade on High ,ARTICLE,15 October 1970,"<p dir=""auto"">24 mobile floats parade on High</p><p dir=""auto"">This year ' s Homecoming floats are ""hitting the road"" —they will parade up High Street Saturday morning . The new mobility for the 24 floats was the idea of the Centennial Students' Steering Committee , who ""wanted to do something different this year because of it being Centennial year , "" according to committee chairman Eric Grulke . Grulke , a senior from Berea , said the committee decided to have the mobile floats instead of the ""traditional stationary floats built in front of dorms and fraternity houses . "" The general theme of homecoming , ""Dawning of the Age , "" will be illustrated by floats with a social comment , according to Grulke . Of the 24 floats , Grulke said , "" some will be the typical 'Rah ! Rah ! ' floats , but most will be pertaining to social conditions . "" ""With one exception , the floats are all sponsored by organizations , such</p><p dir=""auto"">as fraternities and dormitories . The exception is a United Appeal float being built by Greeks who belong to houses that aren't themselves building a float , "" Grulke said . Donations for this float will pay for its construction . Any extra money , according to Grulke , will be given to the charity . Reed Varian , a senior from East Canton , "" came up with the idea for a United Appeal float and has done a great deal of work on it , "" Grulke said . This year ' s floats will cost less to build than in the past , according to Grulke , ""in recent years , some groups have spent over $ 1 , 000 to construct a float . This year the floats will only cost $ 200- $ 300 to build , because they ' re small . "" He added , ""the movable floats have to be small because of the traffic lights , trees and other obstacles that cross the parade route . "" The parade will form on East 12 th .</p><p dir=""auto"">at 8 : 30 Saturday morning for a fire inspection , according to Gurlke . ""We plan to start moving north on High Street at 9 : 15 , passing the Ohio Union where three or four faculty members will judge the floats , "" he added . Chairman of the parade committee , Bruno Sestito , a junior from Columbus , said the floats will move up High Street to Woodruff Avenue and will then turn left on Neil Ave . ""They will then move down Neil to South Oval Drive , where they will park during the football game , "" Sestito said . Prizes for the best floats won't be trophies as in the past , Grulke said . ""A group shows off its trophy for awhile and then puts it in a case , where it is usually forgotten . This year the organization with the best float will receive a scholarship , which should be worth about $ 100 , "" he said .</p>"
LTN19731102-01.2.21,G & iWCIiff s Homecoming notes ,ARTICLE,2 November 1973,"<p dir=""auto"">G &amp; iWCIiff s Homecoming notes</p><p dir=""auto"">It ' s about time somebody investigated Homecoming weekend at Ohio State . While reflecting on last weekend , I came to realize just how badly students are exploited on this campus . Face it , Homecoming is just an excuse for the Student Event Board ( SEB ) to plan three movies at the Ohio Union and hold a parade . The concert is certainly not its responsibility , thanks to OSU Pop Concerts . Why do students have to pay for projects like floats that only benefit the non-student fans in the crowd and not the students themselves ? Dorms , fraternities , sororities and the like spent their own money — student money — to support a project mainly aimed toward non-students and alumni . Let the alumni pay for the materials and other costs for that weekend if they want it so badly . Why do we need an excuse to congregate for entertainment ? Couldn't the money for those floats be used forbetterdorm facilities or even for charity ? Let our ex-graduates dig through their own resources and treat the students to a weekend . At least when we become alumni , we'll know what Homecoming is really supposed to be . Whv should Homecoming be retained</p><p dir=""auto"">when the people who pay for it — students — never benefit from it . Sure , we get to pay for the movies and the concert . We pay — they don ' t . If the alumni and the administration want Homecoming so badly , why not solicit donations the same way they solicit contributions to the University sponsored United Way ? When it comes down to a choice between allocating $ 200 for a Homecoming float that will be used once a year or a $ 200 ping-pong table for your dorm , which would you take ? In the area of Homecoming , in which the students should be allowed to participate , SEB flunked out . Their biggest mistake centered around the process of choosing the homecoming queen . Though I congratulate Ms . Firestone , I ' m getting a little tired ( excuse the pun ) of having no say on this campus . Why couldn't students have chosen their own ""sex symbol ? "" Admittedly , the title is so contrived and irrelevant , but at least we could have had some voice in her selection . It ' s been said that if students were again allowed to vote for the queen , they may elect a man . Wouldn't that either show the mentality of Ohio State students or the absurdity of choosing a Homecoming queen ?</p><p dir=""auto"">Cliff Gold</p><p dir=""auto"">Anyway , SEB could still limit the field with their ""select"" panel of campus leaders . If they insist on a queen , why not give them a forum in The Lantern similar to the platform synopsis afforded each candidate for Undergraduate Student Government office ? That way , they could prove that a girl with good looks may also be intelligent . SEB failed last weekend because they forgot to let the students get involved . ( Remember , we pay the bill . ) It was a great</p><p dir=""auto"">idea to use ""Color My World' as he Homecoming theme , but not telling ""Chicago "" that itf song was the theme is incomprehensible I ' m sure that had they been told , the song would have been played . All in all , it was a typical Ohio State Homecoming . Woody ran up the score as everybody screamed for more . But next year , I suggest the SEB abandon Homecoming if the students have to pay the hi"" - .,. „ u Why not pick a weekend in February ( can you think of a more worthless month ?) , plan a parade to a basketball pep rally on the Oval show three free movies at the Ohio Union and offer the students a free concert . At least that way , students benefit directly from the function of SEB . No queens , no floats and no synthetic atmosphere will be unveiled on a Saturday afternoon . If the alumni want Homecoming , let them pay for it . We'll build their floats and pick their queens . Nobody ' s against a good time , but I'd rather play ping-pong for a year than build a stationary float for one day .</p>"
LTN19701019-01.2.43,UNKNOWN,ARTICLE,19 October 1970,"<p dir=""auto"">( Lantern photo by Pam Spaulding ) FINISHING TOUCHES—Barbie Waters from St . Clairsville puts finishing touches on the Delta Tau Delta float before the Homecoming Parade Saturday morning .</p>"
LTN19750924-01.2.26,Queen for a day ,ARTICLE,24 September 1975,"<p dir=""auto"">Queen for a day</p><p dir=""auto"">Applications are now available for Ohio State's 1975 Homecoming queen at the Reservation Desk in the Ohio Union . The deadline is 4 : 30 p . m . Friday , and judging will take place Oct . 6-9 . John Hulme , a sophomore from Youngstown and contest organizer , said the competition is open to any full time student , male or female . Six students , three adminis</p><p dir=""auto"">trators and three off-campus people will judge the contestants on five main categories : personal appearance and poise , personality , outside activities , sincerity and ability to communicate . Homecoming ceremonies begin Oct . 17 with a parade and rally . Activities on Oct . 18 , include pre-game ceremonies , the game against Wisconsin at 1 : 30 p . m .</p>"
LTN19791023-01.2.9,Dorms involved in Homecoming,ARTICLE,23 October 1979,"<p dir=""auto"">Dorms involved in Homecoming</p><p dir=""auto"">By Carolyn Malec Pre-Homecoming activities are geared toward dorm students this year to get more people and groups involved. ""In the past, Homecoming was all greek but it's shifted further and further away from that back to where it once was — a competition all over campus,"" said Kelly Kelleher, cochairman. of the Publicity Committee for Homecoming and a senior from Alliance.</p><p dir=""auto"">The dorm-oriented events will take place this week prior to Homecoming weekend which begins Friday. The dorm competitions were scheduled before Homecoming so more students can be informed of the weekend's activities, Kelleher said. The theme of homecoming this year is ""Heroes"" and the first activity, a giant submarine eating contest, is sponsored by Mr. Heroes Co.</p><p dir=""auto"">Each dorm registered a sub eating team of four persons to eat a 2 foot long, 10 inch wide and 7 inch tall submarine sandwich. The contest will be held 6:30 p.m. .today, at Bradford Commons. Another dorm centered activity, a clown contest, will be held at 9:30 p.m. Wednesday in the Ohio Union Conference Theater. The contest will be judged on the appearance and any behavior which the</p><p dir=""auto"">clown or group of clowns think is funny, Kelleher said. Prizes will be awarded for the funniest, most original and best allaround clowns. Dorm participation in Homecoming events has increased through the entry of nine dorms in the float competition. Only one dorm entered the float competition last year. Signs and floats are being made for competition in the rally and parade to be held this weekend. A new award, the spirit award, will be given this year to encourage pride in OSU, Kelleher said. One spirit award will be given to the dorm with the most vocal supporters at Homecoming events. The other award will be given to whomever shows the most support of OSU through participation in any of the Homecoming activities, he said. More than 150 people are involved with the Homecoming Committee this year, he said. Read the Classifieds</p>"
LTN19701015-01.2.72,Homecoming rally Friday ,ARTICLE,15 October 1970,"<p dir=""auto"">Homecoming rally Friday</p><p dir=""auto"">""We ' re off and running"" is the theme for the homecoming rally beginning at 6 : 45 Friday evening . Eighteen student groups will vie for the titles of most enthusiastic and creative . Meeting places for the rally are at Indianola and 15 th Avenue and Iuka at 16 th Avenue . The first route will follow 15 th down to South College , then west on 12 th Avenue to Neil Avenue . The second</p><p dir=""auto"">group will follow Iuka to Woodruff Avenue where the parade will turn north onto Curl Drive then south on Neil Avenue . The two groups will converge at Neil and 17 th Avenues and continue to the rally site on the east side of the Stadium . Students will be met at the Stadium by Coach Woody Hayes who will introduce the Buckeyes .</p>"
LTN19771028-01.2.18,Activities have taken a twist,ARTICLE,28 October 1977,"<p dir=""auto"">Activities have taken a twist</p><p dir=""auto"">By Debby Stock Homecoming at Ohio State just ain't what it used to be. In 1941, Homecoming was a major event on campus. Homecoming Queen candidates were sponsored by student political groups such as the Ohio Students Party Associates, Scarlet and Gray, and the All Campus Combine. The Lantern listed the finalists and recorded the number of votes each received, and their pictures filled the front page. Homecoming campaigns included banners, posters and students wearing sandwich signs in support of their candidates. Campaign expenditures could not exceed $25. Other activities consisted of a contest between dormitories, fraternities, sororities and other student organizations for the best house decoration, and the traditional Homecoming Dance, where the name of the queen was announced. A major department store advertised a dress for the dance that would ""set the world on fire"" and ""start a flame in THAT college man's heart."" In 1950, the Student Senate handled the Homecoming Queen elections and the many regulations were</p><p dir=""auto"">presented in the Lantern. No campaign publicity was permitted on campus, unlike previous years. Each candidate presented a skit at rallies sponsored by the Student Senate elections committee, and only 10 campaign posters for each contestant were allowed. The dance offered ""smooth and swing music"" and the house decoration contest and rally still existed. Sororities with candidates serenaded the fraternities for votes. In the early 60s the traditional rally, decoration contest and dance were continued. Stan Kenton provided the entertainment in 1961, and a bonfire and parade were added. By the end of the last decade, homecdming was still front-page news, and the activities were much the same, but again something new was added. Besides the traditional queen, a black Homecoming queen was chosen. Blood, Sweat &amp; Tears performed at the 1969 dance. This year, the Homecoming Dance features the band ""Disco King"" and beer. For the '70s, Homecoming King has been added to the agenda, and will be crowned along with the queen at pre-game tomorrow.</p>"
LTN19751017-01.2.61,Student spirit high : homecomings readied ,ARTICLE,17 October 1975,"<p dir=""auto"">Student spirit high : homecomings readied</p><p dir=""auto"">By Randy Pope The importance of homecoming varies among students but most notice an increase in spirit around campus during homecoming week . That opinion was expressed repeatedly by students interviewed by the Lantern earlier this week . This is the first homecoming at Ohio State for Peter Steve , a student in continuing education from Youngstown , and the atmosphere is very different from his alma mater , Bowling Green . ""HOMECOMING AT BG is dying , but there seems to be more rah-rah and participation here , "" Steve said . ""However , I ' m not involved because it still seems too much of an expected thing to do . "" Martha Caudill , a freshman from Franklin , said she is excited about her first college homecoming . A ""festive spirit"" prevails in Baker Hall and student participation is good , she said .</p><p dir=""auto"">Charles Lawler The homecoming tradition also appeals to Charles Lawler , a junior from Cleveland . He said he looks forward to marching in the parade of floats behind ROTC's first homecoming float . ""MOST OF the interest around the dorm concerns the homecoming concert and the social aspects , like partying , "" said Jann Felder , a senior from University Heights . ""Very few of the people I've talked to are interested in the float ac</p><p dir=""auto"">tivities . "" Students from the greek community said homecoming interest is great . Many fraternities and sororities will hold parties , dances , dinners and activities aimed at celebrating the return of alumni . THE RETURN of alumni makes this weekend really special , said Park Studebaker , a junior from Dayton . ""It provides a good opportunity for everyone to get together and for students to meet some of the older alumni , "" Studebaker said . Laura Morse , a Delta Zeta sophomore from Columbus and a Delta Zeta sorority member , said she enjoys the tradition of building a float . ""Once we began the float things really started buzzing and everyone got into the swing of things , "" she said . Float building is also a big part of the weekend festivities for Dennis Armstrong , a senior from Akron .</p><p dir=""auto"">Lantern Photos by Vicki ORden Jann Felder</p><p dir=""auto"">^ K n ^ HBBi ^ rftftft' S ^^ B ^ W ^ M *^ ^ z * JtwL ^ ^ KH VP ^^ -</p><p dir=""auto"">Peter Steve</p>"
LTN19701019-01.2.12,Time and change mark festivities ,ARTICLE,19 October 1970,"<p dir=""auto"">Time and change mark festivities</p><p dir=""auto"">By ANN SHELDON Lantern Staff Wriler The Age of Homecoming dawned this past weekend , and thousands of Ohio State and alumni were on hand for the festivities . The activities began with Friday night's traditional pep rally and bonfire on the east side of Ohio stadium . Led by the Ohio State Marching Band , cheering and singing students paraded around campus from 15 th and Iuka Avenues to Stadium carrying signs and shaking noise</p><p dir=""auto"">makers . Most spirited delegations Delta Gamma sorority , DavissonHanley Scholarship House , and Patterson and Smith Halls were judged to have the most spirited delegations in the rally march . At the stadium , more than 2 , 000 people gathered to watch the bonfire and listen to coach Woody Hayes introduce the team . Later that evening a more subdued crowed of about 700 danced under ""The Lights of Libra"" at the homecoming dance in the Ohio Union .</p><p dir=""auto"">Miss Jeanne Ramer , a sophomore from Piqua , was named 1971 Homecoming Queen . Wearing long formals and carrying long-stemmed red roses , Miss Ramer , her first alternate , Miss Chris Vogel , and her court , Misses Claudia Balliett , Cheryl O'Leary , and Connie Workman , were escorted to the stage of the ballroom at 10 p . m . There they were introduced and greeted by President Fawcett . . Saturday morning about 500 people were on High Street to watch the</p><p dir=""auto"">parade of homecoming floats . Dawning of Age theme In keeping with the theme ""Dawning of the Age , "" many floats depicted prehistoric man while other concentrated on man of the future . Other floats dealt with football and historic landmarks around campus . During the game the floats were parked around the oval . Homecoming activities drew to a close with the football game and the Dionne Warwick concert Saturday night .</p>"
LTN19711022-01.2.3,Queen finalists announced ,ARTICLE,22 October 1971,"<p dir=""auto"">Queen finalists announced</p><p dir=""auto"">Finalists for the 1971 Homecoming queen were trimmed from 10 contestants to five by a vote of students Wednesday . Finalists are : Jill Eversole , 19 , a sophomore from Baltimore , Ohio ; Sandy Kollar , 19 , a sophomore from Masury ; Kathy Koscak , 20 , a junior from Parma ; Pat Nelson , 18 , a sophomore from Cuyahoga Falls ; and Faye Ramirez , 20 , a senior from Bucyrus . ""Approximately 4 , 000 students voted in the election on Wednesday , "" said Pam Segrist , a senior from Swanton and Homecoming chairman . Eversole , who will be on the queen ' s court , cannot be queen . She was declared ineligible by the Student Event Board after a picture of her appeared on the front page of Wednesday ' s Lantern . The appearance of the picture violated a rule governing the queen contest which states that all candi</p><p dir=""auto"">dates must receive equal publicity . Sources close to Eversole said Thursday night no action is planned to contest the ruling and Homecoming queen election . Announcement of the queen and presentation of her court will be made during the pregame activities Saturday . Results of the Undergraduate Student Government referendum , placed on the same ballot as the Homecoming queen candidates , have not been establsihed . Activities for the weekend ' s Home</p><p dir=""auto"">coming events kick off today at 6 p . m . with a parade down High Street , followed by a bonfire and rally at the east of Ohio Stadium . ""Friday Night at the Movies"" in the Ohio Union will be a Homecoming feature at 8 : 15 p . m . today . Saturday ' s highlight will be the crowning of the Homecoming queen in pregame ceremonies before the Buckeyes meet the Wisconsin Badgers . Jethro Tull in concert in St . John Arena will conclude the festivities at 8 p . m . Saturday .</p><p dir=""auto"">David Huber photo BARB PEIFFER , senior from Piqua , reigns as the Phi Kappa Tau "" pumpkin princess"" until a successor is chosen Tuesday . Profits from the fraternity ' s</p><p dir=""auto"">annual pumpkin sale will go toward purchasing a seeing-eye dog for a blind Ohio State student .</p>"
