location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked,county,region
LAKE ALMA,-82.517937,39.144467,68,1983,Channel Catfish,Fingerlings,7300,VINTON,SOUTHEAST
LAKE ALMA,-82.517937,39.144467,68,1983,Channel Catfish,Fingerlings,7300,VINTON,SOUTHEAST
LAKE ALMA,-82.517937,39.144467,68,1987,Channel Catfish,Fingerlings,7400,VINTON,SOUTHEAST
LAKE ALMA,-82.517937,39.144467,68,1988,Channel Catfish,Yearling,1826,VINTON,SOUTHEAST
LAKE ALMA,-82.517937,39.144467,68,1988,Channel Catfish,Yearling,1265,VINTON,SOUTHEAST
LAKE ERIE,,,,1982,Sauger,Fingerlings,2350,,
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1988,Channel Catfish,Yearling,1191,FULTON,NORTHWEST
LAKE HOPE,-82.356263,39.320068,134,1983,Channel Catfish,Fingerlings,5936,VINTON,SOUTHEAST
LAKE HOPE,-82.356263,39.320068,134,1987,Channel Catfish,Fingerlings,12700,VINTON,SOUTHEAST
LAKE HOPE,-82.356263,39.320068,134,1988,Channel Catfish,Yearling,3175,VINTON,SOUTHEAST
LAKE HOPE,-82.356263,39.320068,134,1988,Channel Catfish,Yearling,1438,VINTON,SOUTHEAST
LAKE HOPE,-82.356263,39.320068,134,1989,Channel Catfish,Fingerlings,3630,VINTON,SOUTHEAST
LAKE HOPE,-82.356263,39.320068,134,1989,Channel Catfish,Fingerlings,2995,VINTON,SOUTHEAST
LAKE LECOMTE,-83.447149,41.115821,137,1984,Channel Catfish,Fingerlings,6400,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,1987,Channel Catfish,Fingerlings,16000,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,1989,Channel Catfish,Fingerlings,6187,HANCOCK,NORTHWEST
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1989,Channel Catfish,Adv. Fingerlings,2524,FULTON,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,1983,Walleye,Fingerlings,6400,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,1985,Walleye,Fingerlings,5067,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,1987,Walleye,Fingerlings,6400,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,1989,Walleye,Fingerlings,6400,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,1984,Yellow Perch,Fingerlings,15000,HANCOCK,NORTHWEST
LAKE LA SU AN,-84.695042,41.680192,79,1984,Bluegill,Fingerlings,2000,WILLIAMS,NORTHWEST
LAKE LA SU AN,-84.695042,41.680192,79,1984,Largemouth Bass,Fingerlings,210,WILLIAMS,NORTHWEST
LAKE LA SU AN,-84.695042,41.680192,79,1984,Largemouth Bass,Fingerlings,75,WILLIAMS,NORTHWEST
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1983,Walleye,Fry,45000,FULTON,NORTHWEST
LAKE LOGAN,-82.450711,39.534263,333,1983,Channel Catfish,Fingerlings,20160,HOCKING,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,1987,Channel Catfish,Fingerlings,34100,HOCKING,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,1988,Channel Catfish,Yearling,5000,HOCKING,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,1988,Channel Catfish,Yearling,2515,HOCKING,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,1982,Northern Pike,Fingerlings,4000,HOCKING,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,1983,Northern Pike,Fingerlings,4026,HOCKING,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,1986,Northern Pike,Fingerlings,4000,HOCKING,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,1984,Saugeye,Fingerlings,21328,HOCKING,SOUTHEAST
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1983,Walleye,Fry,55000,FULTON,NORTHWEST
LAKE MEDINA,-81.822079,41.139254,103,1983,Walleye,Fingerlings,1000,MEDINA,NORTHEAST
LAKE MEDINA,-81.822079,41.139254,103,1982,Smallmouth Bass,Fingerlings,6320,MEDINA,NORTHEAST
LAKE MEDINA,-81.822079,41.139254,103,1983,Smallmouth Bass,Fingerlings,10000,MEDINA,NORTHEAST
LAKE MILTON,-80.977591,41.127257,1694,1988,Channel Catfish,Fingerlings,20636,MAHONING,NORTHEAST
LAKE MILTON,-80.977591,41.127257,1694,1989,Channel Catfish,Fingerlings,49480,MAHONING,NORTHEAST
LAKE MILTON,-80.977591,41.127257,1694,1989,Channel Catfish,Yearling,40320,MAHONING,NORTHEAST
LAKE MILTON,-80.977591,41.127257,1694,1985,Walleye,Fry,1000000,MAHONING,NORTHEAST
LAKE MILTON,-80.977591,41.127257,1694,1988,Walleye,Fry,1500000,MAHONING,NORTHEAST
LAKE MILTON,-80.977591,41.127257,1694,1989,Walleye,Fry,601400,MAHONING,NORTHEAST
PAULDING RESERVOIR,-84.591437,41.124255,67,1998,Saugeye,Fingerlings,6688,PAULDING,NORTHWEST
NORWALK RESERVOIR #1,-82.589899,41.238347,32,1998,Channel Catfish,Yearling,746,HURON,NORTHWEST
RESTHAVEN POND #08,-82.830743,41.394242,122,2001,Channel Catfish,Yearling,3006,ERIE,NORTHWEST
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,2001,Channel Catfish,Yearling,2294,HURON,NORTHWEST
BEAVER CREEK RESERVOIR,-83.02003,41.241359,110,2001,Channel Catfish,Yearling,3005,SENECA,NORTHWEST
RACCOON CREEK RESERVOIR,-82.976303,41.28754,36,2001,Channel Catfish,Yearling,858,SANDUSKY,NORTHWEST
NORWALK RESERVOIR #2,-82.582676,41.233947,52,1998,Channel Catfish,Yearling,1122,HURON,NORTHWEST
ALDRICH POND,-83.253565,41.447729,34,2001,Channel Catfish,Yearling,1280,SANDUSKY,NORTHWEST
DARKE WA PONDS,,,,2001,Channel Catfish,Yearling,752,DARKE,SOUTHWEST
LAKE LORAMIE,-84.362362,40.363606,869,2001,Channel Catfish,Yearling,164,SHELBY,NORTHWEST
TRANQUILITY  WILDLIFE AREA PONDS,,,,2001,Channel Catfish,Yearling,210,ADAMS,SOUTHWEST
ADAMS LAKE,-83.516026,38.813935,37,2001,Channel Catfish,Yearling,4629,ADAMS,SOUTHWEST
OLDAKER PONDS,,,,2001,Channel Catfish,Yearling,105,HIGHLAND,SOUTHWEST
INDIAN CREEK WA PONDS,,,,2001,Channel Catfish,Yearling,420,BROWN,SOUTHWEST
FALLSVILLE WA PONDS,,,,2001,Channel Catfish,Yearling,172,CLINTON,SOUTHWEST
LOST CREEK RESERVOIR,-84.067431,40.744618,131,2001,Channel Catfish,Yearling,1585,ALLEN,NORTHWEST
OXBOW LAKE,-84.438405,41.346497,38,2001,Channel Catfish,Yearling,1013,DEFIANCE,NORTHWEST
RESTHAVEN POND #10,-82.830743,41.394242,216,1998,Channel Catfish,Yearling,3023,ERIE,NORTHWEST
METZGER RESERVOIR,-84.055351,40.741409,157,2001,Channel Catfish,Yearling,2003,ALLEN,NORTHWEST
LAKE LORAMIE,-84.362362,40.363606,869,2001,Channel Catfish,Yearling,797,SHELBY,NORTHWEST
WASHINGTON COURT HOUSE UPGROUND,-83.459111,39.55187,36,2002,Yellow Perch,Fingerlings,568,FAYETTE,SOUTHWEST
WOLF CREEK  WILDLIFE AREA,,,,2002,Largemouth Bass,Fingerlings,183,MORGAN,SOUTHEAST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fry,577760,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fry,609160,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fry,588700,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fry,979395,MERCER,NORTHWEST
PICKEREL CREEK WILDLIFE AREA,,,3200,1998,Channel Catfish,Yearling,207,SANDUSKY,NORTHWEST
ROCKY FORK LAKE,-83.439915,39.185034,1953,2002,Saugeye,Fingerlings,302064,HIGHLAND,SOUTHWEST
OUTHWAITE RESERVOIR,-82.935716,40.835628,148,2002,Saugeye,Fingerlings,27342,CRAWFORD,NORTHWEST
RILEY RESERVOIR,-82.933241,40.827245,31,2002,Saugeye,Fingerlings,6510,CRAWFORD,NORTHWEST
AMICK RESERVOIR,-82.822681,40.703148,53,2002,Saugeye,Fingerlings,10416,MORROW,CENTRAL
METZGER RESERVOIR,-84.055351,40.741409,157,2002,Saugeye,Fingerlings,18228,ALLEN,NORTHWEST
LOST CREEK RESERVOIR,-84.067431,40.744618,131,2002,Saugeye,Fingerlings,15624,ALLEN,NORTHWEST
COWAN LAKE,-83.92493,39.388295,694,2002,Saugeye,Fingerlings,101556,CLINTON,SOUTHWEST
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2002,Saugeye,Fingerlings,7812,VAN WERT,NORTHWEST
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,2002,Saugeye,Fingerlings,7812,VAN WERT,NORTHWEST
DELTA RESERVOIR #2,-84.013367,41.59118,52,2002,Saugeye,Fingerlings,10416,FULTON,NORTHWEST
DELTA RESERVOIR #2,-84.013367,41.59118,52,1998,Channel Catfish,Yearling,1760,FULTON,NORTHWEST
PAULDING RESERVOIR,-84.591437,41.124255,67,2002,Saugeye,Fingerlings,13020,PAULDING,NORTHWEST
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2002,Saugeye,Fingerlings,9114,FULTON,NORTHWEST
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,2002,Saugeye,Fingerlings,2604,FULTON,NORTHWEST
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2002,Saugeye,Fingerlings,3906,FULTON,NORTHWEST
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2002,Saugeye,Fingerlings,9114,FULTON,NORTHWEST
LAKE LORAMIE,-84.362362,40.363606,869,2002,Saugeye,Fingerlings,163176,SHELBY,NORTHWEST
EASTWOOD LAKE,-84.145686,39.782494,196,2002,Saugeye,Fingerlings,20835,MONTGOMERY,SOUTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2002,Saugeye,Fingerlings,228273,LOGAN,CENTRAL
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,2002,Saugeye,Fingerlings,9260,HURON,NORTHWEST
RACCOON CREEK RESERVOIR,-82.976303,41.28754,36,2002,Saugeye,Fingerlings,4630,SANDUSKY,NORTHWEST
MAUMEE BAY STATE PARK POND,-83.374627,41.680752,50,1998,Channel Catfish,Yearling,2587,LUCAS,NORTHWEST
VETS MEMORIAL RESERVOIR,-83.455482,41.13332,157,2002,Saugeye,Fingerlings,13890,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,2002,Saugeye,Fingerlings,13890,HANCOCK,NORTHWEST
OTTAWA RESERVOIR,-84.021753,41.014453,20,2002,Saugeye,Fingerlings,2315,PUTNAM,NORTHWEST
NORTH BALTIMORE RESERVOIR,-83.672003,41.17234,20,2002,Saugeye,Fingerlings,2315,WOOD,NORTHWEST
LIMA LAKE,-84.050626,40.757473,87,2002,Saugeye,Fingerlings,9260,ALLEN,NORTHWEST
MCCOMB RESERVOIR #2,-83.779104,41.10612,20,2002,Saugeye,Fingerlings,2315,HANCOCK,NORTHWEST
NORWALK RESERVOIR #3,-82.590454,41.234447,92,2002,Walleye,Fingerlings,10555,HURON,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2002,Walleye,Fingerlings,23028,HURON,NORTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,2002,Walleye,Fingerlings,20150,HURON,NORTHWEST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2002,Walleye,Fingerlings,5757,RICHLAND,NORTHEAST
WILLARD RESERVOIR,-82.665177,41.057248,199,1998,Channel Catfish,Yearling,6905,HURON,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fingerlings,175647,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fingerlings,204442,MERCER,NORTHWEST
BRESLER RESERVOIR,-84.229082,40.73066,582,2002,Yellow Perch,Fingerlings,157608,ALLEN,NORTHWEST
KILLDEER RESERVOIR,-83.384538,40.705486,251,2002,Walleye,Fingerlings,28518,WYANDOT,NORTHWEST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2002,Yellow Perch,Fingerlings,94473,HANCOCK,NORTHWEST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2002,Walleye,Fingerlings,20370,HANCOCK,NORTHWEST
BRESLER RESERVOIR,-84.229082,40.73066,582,2002,Walleye,Fingerlings,61110,ALLEN,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fingerlings,129597,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fingerlings,79443,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2002,Walleye,Fingerlings,38987,MERCER,NORTHWEST
FINDLEY LAKE,-82.208213,41.137552,85,1998,Channel Catfish,Yearling,2327,LORAIN,NORTHEAST
BRESLER RESERVOIR,-84.229082,40.73066,582,2002,Yellow Perch,Fingerlings,127995,ALLEN,NORTHWEST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2002,Yellow Perch,Fingerlings,27874,RICHLAND,NORTHEAST
WILLARD RESERVOIR,-82.665177,41.057248,199,2002,Yellow Perch,Fingerlings,98826,HURON,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2002,Yellow Perch,Fingerlings,31675,HURON,NORTHWEST
BRESLER RESERVOIR,-84.229082,40.73066,582,2002,Yellow Perch,Fingerlings,84105,ALLEN,NORTHWEST
FERGUSON RESERVOIR,-84.044266,40.732342,308,2002,Yellow Perch,Fingerlings,50463,ALLEN,NORTHWEST
METZGER RESERVOIR,-84.055351,40.741409,157,2002,Yellow Perch,Fingerlings,50463,ALLEN,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2002,Yellow Perch,Fingerlings,82274,HURON,NORTHWEST
MONROEVILLE RESERVOIR,-82.710898,41.23301,16,2002,Yellow Perch,Fingerlings,19905,HURON,NORTHWEST
PAINT CREEK LAKE,-83.35408,39.250837,1177,2002,Saugeye,Fingerlings,233334,ROSS,SOUTHEAST
SHREVE LAKE,-82.043483,40.684258,62,1998,Channel Catfish,Yearling,1449,WAYNE,NORTHEAST
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2002,Saugeye,Fingerlings,396936,WARREN,SOUTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2002,Saugeye,Fingerlings,246744,LOGAN,CENTRAL
INDIAN LAKE,-83.875493,40.467488,5036,2002,Saugeye,Fingerlings,72305,LOGAN,CENTRAL
LAKE LORAMIE,-84.362362,40.363606,869,2002,Saugeye,Fingerlings,9804,SHELBY,NORTHWEST
BEACH CITY RESERVOIR,-81.557344,40.645061,141,2002,Saugeye,Fingerlings,9804,TUSCARAWAS,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,2002,Saugeye,Fingerlings,352944,HARRISON,NORTHEAST
ALUM CREEK LAKE,-82.963793,40.184249,3331,2002,Saugeye,Fingerlings,260015,DELAWARE,CENTRAL
INDIAN LAKE,-83.875493,40.467488,5036,2002,Saugeye,Fingerlings,30685,LOGAN,CENTRAL
HOOVER RESERVOIR,-82.881928,40.108163,2884,2002,Saugeye,Fingerlings,256785,FRANKLIN,CENTRAL
ATWOOD LAKE,-81.285772,40.526523,1563,2002,Saugeye,Fingerlings,23661,TUSCARAWAS,NORTHEAST
AMANN RESERVOIR,-82.822403,40.712548,32,1998,Channel Catfish,Yearling,1015,CRAWFORD,NORTHWEST
LEESVILLE LAKE,-81.194548,40.468665,1011,2002,Saugeye,Fingerlings,22944,CARROLL,NORTHEAST
PIEDMONT LAKE,-81.213162,40.190368,2370,2002,Saugeye,Fingerlings,91776,HARRISON,NORTHEAST
SALT FORK LAKE,-81.557065,40.104771,3060,2002,Saugeye,Fingerlings,50907,GUERNSEY,SOUTHEAST
WILLS CREEK LAKE,-81.850408,40.157271,375,2002,Saugeye,Fingerlings,21510,COSHOCTON,SOUTHEAST
BELMONT LAKE,-81.008987,40.033671,109,2002,Saugeye,Fingerlings,11472,BELMONT,SOUTHEAST
WOLF RUN LAKE,-81.54818,39.790673,208,2002,Saugeye,Fingerlings,20076,NOBLE,SOUTHEAST
NORWALK RESERVOIR #1,-82.589899,41.238347,32,2002,Channel Catfish,Yearling,790,HURON,NORTHWEST
NORWALK RESERVOIR #2,-82.582676,41.233947,52,2002,Channel Catfish,Yearling,1155,HURON,NORTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,2002,Channel Catfish,Yearling,4851,HURON,NORTHWEST
VETS MEMORIAL RESERVOIR,-83.455482,41.13332,157,2002,Channel Catfish,Yearling,2981,HANCOCK,NORTHWEST
LIMA LAKE,-84.050626,40.757473,87,1998,Saugeye,Fingerlings,9196,ALLEN,NORTHWEST
RESTHAVEN POND #11,-82.830743,41.394242,29,1998,Channel Catfish,Yearling,2093,ERIE,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,2002,Channel Catfish,Yearling,3339,HANCOCK,NORTHWEST
AEP RECREATION LAND,,,,2002,Largemouth Bass,Fingerlings,12912,,
AEP RECREATION LAND,,,,2002,Largemouth Bass,Fingerlings,4573,,
EGYPT VALLEY WA PONDS,,,,2002,Largemouth Bass,Fingerlings,2017,BELMONT,SOUTHEAST
AEP RECREATION LAND,,,,2002,Largemouth Bass,Fingerlings,8226,,
WOODBURY WA PONDS,,,,2002,Largemouth Bass,Fingerlings,2049,COSHOCTON,SOUTHEAST
SPRING VALLEY LAKE,-84.018807,39.563881,101,2002,Largemouth Bass,Fingerlings,3047,WARREN,SOUTHWEST
MONROEVILLE RESERVOIR,-82.710898,41.23301,16,2002,Largemouth Bass,Fingerlings,2576,HURON,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2002,Channel Catfish,Yearling,5510,HURON,NORTHWEST
RESTHAVEN POND #07,-82.830743,41.394242,59,1998,Channel Catfish,Yearling,392,ERIE,NORTHWEST
RESTHAVEN POND #11,-82.830743,41.394242,29,2002,Channel Catfish,Yearling,664,ERIE,NORTHWEST
DARKE WA PONDS,,,,2002,Largemouth Bass,Fingerlings,1896,DARKE,SOUTHWEST
RESTHAVEN POND #07,-82.830743,41.394242,59,2002,Channel Catfish,Yearling,605,ERIE,NORTHWEST
RESTHAVEN POND #08,-82.830743,41.394242,122,2002,Channel Catfish,Yearling,1229,ERIE,NORTHWEST
RESTHAVEN POND #10,-82.830743,41.394242,216,2002,Channel Catfish,Yearling,3037,ERIE,NORTHWEST
VETS MEMORIAL RESERVOIR,-83.455482,41.13332,157,2002,Channel Catfish,Yearling,969,HANCOCK,NORTHWEST
AMICK RESERVOIR,-82.822681,40.703148,53,2002,Channel Catfish,Yearling,1982,MORROW,CENTRAL
POWERS RESERVOIR,-82.803509,40.721617,28,2002,Channel Catfish,Yearling,1246,CRAWFORD,NORTHWEST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2002,Channel Catfish,Yearling,1281,RICHLAND,NORTHEAST
NORTH BALTIMORE RESERVOIR,-83.672003,41.17234,20,2002,Channel Catfish,Yearling,1426,WOOD,NORTHWEST
HANCOCK COUNTY WETLANDS #1,,,20,2002,Channel Catfish,Yearling,499,HANCOCK,NORTHWEST
GIERTZ LAKE,-83.55992,41.030365,5,2002,Channel Catfish,Yearling,315,HANCOCK,NORTHWEST
MCCOMB RESERVOIR #2,-83.779104,41.10612,20,2002,Channel Catfish,Yearling,752,HANCOCK,NORTHWEST
OTTAWA RESERVOIR,-84.021753,41.014453,20,2002,Channel Catfish,Yearling,1499,PUTNAM,NORTHWEST
NETTLE LAKE,-84.730407,41.679601,115,2002,Channel Catfish,Yearling,2405,WILLIAMS,NORTHWEST
HARRISON LAKE,-84.360311,41.639322,98,2002,Channel Catfish,Yearling,2630,FULTON,NORTHWEST
MAUMEE BAY STATE PARK POND,-83.374627,41.680752,50,2002,Channel Catfish,Yearling,2310,LUCAS,NORTHWEST
DAUGHERTY LAKE,-83.425858,41.144922,12,2002,Channel Catfish,Yearling,417,HANCOCK,NORTHWEST
MOTTRAM LAKE,,,17,2002,Channel Catfish,Yearling,639,HANCOCK,NORTHWEST
LAMBERJACK LAKE,-83.432109,41.158345,32,2002,Channel Catfish,Yearling,1008,HANCOCK,NORTHWEST
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2002,Channel Catfish,Yearling,1434,FULTON,NORTHWEST
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2002,Channel Catfish,Yearling,1084,FULTON,NORTHWEST
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,2002,Channel Catfish,Yearling,895,FULTON,NORTHWEST
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2002,Channel Catfish,Yearling,2159,FULTON,NORTHWEST
DELTA RESERVOIR #2,-84.013367,41.59118,52,2002,Channel Catfish,Yearling,2243,FULTON,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,2002,Channel Catfish,Yearling,1680,LUCAS,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,2002,Channel Catfish,Yearling,1606,LUCAS,NORTHWEST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2002,Channel Catfish,Yearling,3034,RICHLAND,NORTHEAST
LAKE LORAMIE,-84.362362,40.363606,869,2002,Channel Catfish,Yearling,2714,SHELBY,NORTHWEST
HANCOCK COUNTY WETLANDS #1,,,20,2002,Largemouth Bass,Fingerlings,1546,HANCOCK,NORTHWEST
SHELBY RESERVOIR #2,-82.655453,40.86895,27,2002,Largemouth Bass,Fingerlings,2083,RICHLAND,NORTHEAST
AEP RECREATION LAND,,,,2002,Largemouth Bass,Fingerlings,2508,,
TRIMBLE WILDLIFE AREA,,,,2002,Largemouth Bass,Fingerlings,202,SUMMIT,NORTHEAST
MONROE LAKE,-81.137885,39.818172,39,2003,Channel Catfish,Catchable,1107,MONROE,SOUTHEAST
MONROE LAKE,-81.137885,39.818172,39,2003,Largemouth Bass,Fingerlings,5611,MONROE,SOUTHEAST
NORTH BALTIMORE RESERVOIR #2,-83.664503,41.172587,44,2003,Yellow Perch,Yearling,124,WOOD,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fry,197890,MERCER,NORTHWEST
MOSQUITO LAKE,-80.758136,41.300057,7204,2003,Walleye,Fry,582218,TRUMBULL,NORTHEAST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fry,59850,MERCER,NORTHWEST
LIMA LAKE,-84.050626,40.757473,87,2003,Saugeye,Fingerlings,8855,ALLEN,NORTHWEST
PAULDING RESERVOIR,-84.591437,41.124255,67,2003,Saugeye,Fingerlings,8855,PAULDING,NORTHWEST
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2003,Saugeye,Fingerlings,7527,VAN WERT,NORTHWEST
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,2003,Saugeye,Fingerlings,7527,VAN WERT,NORTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2003,Saugeye,Fingerlings,82627,LOGAN,CENTRAL
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2003,Saugeye,Fingerlings,2339,FULTON,NORTHWEST
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2003,Saugeye,Fingerlings,5846,FULTON,NORTHWEST
MCCOMB RESERVOIR #2,-83.779104,41.10612,20,2003,Saugeye,Fingerlings,2339,HANCOCK,NORTHWEST
OTTAWA RESERVOIR,-84.021753,41.014453,20,2003,Saugeye,Fingerlings,2339,PUTNAM,NORTHWEST
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,2003,Saugeye,Fingerlings,1559,FULTON,NORTHWEST
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2003,Saugeye,Fingerlings,4677,FULTON,NORTHWEST
DELTA RESERVOIR #2,-84.013367,41.59118,52,2003,Saugeye,Fingerlings,5457,FULTON,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fingerlings,118983,MERCER,NORTHWEST
NORWALK RESERVOIR #3,-82.590454,41.234447,92,2003,Walleye,Fingerlings,10499,HURON,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2003,Walleye,Fingerlings,22164,HURON,NORTHWEST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2003,Walleye,Fingerlings,5833,RICHLAND,NORTHEAST
WILLARD RESERVOIR,-82.665177,41.057248,199,2003,Walleye,Fingerlings,19597,HURON,NORTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2003,Saugeye,Fingerlings,298763,LOGAN,CENTRAL
LAKE LORAMIE,-84.362362,40.363606,869,2003,Saugeye,Fingerlings,80568,SHELBY,NORTHWEST
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2003,Saugeye,Fingerlings,523692,WARREN,SOUTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2003,Saugeye,Fingerlings,23126,LOGAN,CENTRAL
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fingerlings,82032,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fingerlings,147232,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fingerlings,136086,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fingerlings,54919,MERCER,NORTHWEST
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2003,Saugeye,Fingerlings,67848,ASHLAND,NORTHEAST
PLEASANT HILL LAKE,-82.324884,40.622857,783,2003,Saugeye,Fingerlings,158826,ASHLAND,NORTHEAST
LAKE LORAMIE,-84.362362,40.363606,869,2003,Saugeye,Fingerlings,106398,SHELBY,NORTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2003,Saugeye,Fingerlings,185040,LOGAN,CENTRAL
ALUM CREEK LAKE,-82.963793,40.184249,3331,2003,Saugeye,Fingerlings,454119,DELAWARE,CENTRAL
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2003,Walleye,Fingerlings,284787,CLARK,SOUTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fingerlings,343539,MERCER,NORTHWEST
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2003,Walleye,Fingerlings,32292,HANCOCK,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Walleye,Fingerlings,55961,MERCER,NORTHWEST
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2003,Yellow Perch,Fingerlings,32883,HANCOCK,NORTHWEST
LAKE LORAMIE,-84.362362,40.363606,869,2003,Saugeye,Fingerlings,51128,SHELBY,NORTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2003,Saugeye,Fingerlings,62748,LOGAN,CENTRAL
WASHINGTON COURT HOUSE UPGROUND,-83.459111,39.55187,36,2003,Yellow Perch,Fingerlings,24780,FAYETTE,SOUTHWEST
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2003,Yellow Perch,Fingerlings,288078,HANCOCK,NORTHWEST
